plotID;treeID;sampling_date;Species;N;C;CN;Al;Ca;Fe;K;Mg;Mn;Na;P;Si
KBPL10;1971;22.12.2018;Dombeya Goetzenii;4.570;45.300;9.920;130.150;10794.180;214.940;28797.630;3226.030;55.210;53.240;3334.480;368.750
KBPL10;1976;22.12.2018;Neoboutonia Macrocalyx;3.500;46.260;13.230;91.570;13106.030;140.280;17594.860;3935.510;109.100;62.340;3647.170;377.970
KBPL10;1985;22.12.2018;Neoboutonia Macrocalyx;3.810;47.530;12.480;84.310;9574.510;145.100;14321.570;4082.350;66.670;60.780;2972.550;258.820
NPL1;1998;22.12.2018;Cleistanthus Polystachyus;2.000;49.930;24.960;176.130;2913.890;178.080;5452.050;1322.900;639.920;15.660;1045.010;1168.300
NPL1;2009;22.12.2018;Cleistanthus Polystachyus;1.790;48.730;27.230;97.590;2266.840;164.680;3110.550;841.680;408.640;14.230;737.990;585.510
NPL1;2011;22.12.2018;Syzygium Guineense;1.820;50.230;27.550;799.380;4257.580;295.420;4143.660;2079.550;382.310;32.820;876.620;498.170
NPL1;2026;22.12.2018;Carapa Grandiflora;1.970;48.610;24.620;180.170;4972.740;223.790;7409.800;2493.950;385.000;24.660;733.960;305.340
NPL1;2029;22.12.2018;Carapa Grandiflora;1.970;49.370;25.000;159.730;3876.950;218.890;4291.070;962.330;609.350;15.780;970.220;2443.310
NPL1;2034;22.12.2018;Syzygium Guineense;1.690;46.430;27.460;281.360;10840.170;252.050;5250.100;2708.090;209.070;25.400;930.050;457.210
NPL1;2038;22.12.2018;Syzygium Guineense;1.950;51.050;26.160;244.220;5306.970;240.350;4884.430;2314.290;746.230;15.510;693.900;397.340
NPL1;2044;22.12.2018;Carapa Grandiflora;1.800;48.920;27.170;97.440;7931.400;144.210;11860.080;4421.710;56.510;60.410;841.860;148.100
NPL1;2048;22.12.2018;Cleistanthus Polystachyus;1.900;50.150;26.380;136.470;12616.360;295.350;19916.490;3505.450;59.070;142.580;1761.890;1042.880
NPL7;2051;15.01.2019;Cleistanthus Polystachyus;2.220;47.920;21.550;67.560;3816.350;110.560;4987.460;1064.650;646.980;18.430;964.320;550.750
NPL7;2054;15.01.2019;Pentadesma Reindersii;-9999.000;-9999.000;-9999.000;167.020;4129.840;212.760;7195.900;1743.800;178.950;21.870;884.820;2209.080
NPL7;2063;15.01.2019;Cleistanthus Polystachyus;2.024;48.973;24.202;144.900;4543.370;181.120;4953.290;1622.500;59.100;17.160;922.780;877.030
NPL7;2075;15.01.2019;Ocotea Usambarensis;2.082;50.990;24.494;260.280;3999.600;230.480;5324.860;1559.710;443.080;17.880;985.500;351.680
NPL7;2076;15.01.2019;Pentadesma Reindersii;1.799;49.450;27.484;224.450;3970.400;255.410;4765.640;2312.190;963.580;27.090;801.040;334.740
NPL7;2077;15.01.2019;Cleistanthus Polystachyus;1.332;45.419;34.098;124.370;3434.300;174.520;7652.960;1358.070;948.850;16.050;1107.320;1113.340
NPL7;2085;15.01.2019;Cleistanthus Polystachyus;2.109;48.367;22.937;78.760;12458.700;461.010;14583.170;2354.980;24.970;34.580;1546.290;3309.640
NPL10;2125;22.12.2018;Cleistanthus Polystachyus;-9999.000;-9999.000;-9999.000;144.350;20118.990;212.620;4905.880;1660.000;152.150;550.080;825.120;1068.960
NPL10;2131;22.12.2018;Carapa Grandiflora;2.030;48.377;23.832;864.790;4134.210;261.630;6514.880;2524.470;459.360;17.970;784.900;385.460
NPL10;2133;22.12.2018;Melchiora Schliebenii ;1.701;48.889;28.747;128.900;5619.340;145.020;7546.830;3154.080;364.550;24.170;769.390;239.680
NPL10;2145;22.12.2018;Melchiora Schliebenii ;1.467;48.931;33.350;272.290;3062.810;139.040;6712.690;2257.520;461.550;13.520;589.000;142.910
NPL10;2160;22.12.2018;Melchiora Schliebenii ;1.713;49.350;28.804;1049.820;4737.050;225.390;8011.070;3078.290;604.980;19.770;945.040;310.400
NPL10;2161;22.12.2018;Carapa Grandiflora;2.111;48.398;22.924;210.980;3497.270;368.730;11862.200;1961.510;374.440;19.010;2056.550;306.010
NPL10;2165;22.12.2018;Carapa Grandiflora;1.643;49.228;29.956;256.120;2797.260;266.120;7639.440;1086.490;78.040;18.010;802.360;624.280
NPL10;2180;22.12.2018;Syzygium Guineense;1.586;53.772;33.905;109.450;4718.170;111.440;6974.780;2608.830;435.800;19.900;676.580;169.150
NPL10;2189;22.12.2018;Syzygium Guineense;1.479;48.116;32.531;131.480;6534.540;204.080;6620.880;1964.290;153.060;23.550;1081.240;949.760
NPL11;2214;22.12.2018;Syzygium Guineense;1.483;48.310;32.583;298.970;5123.280;335.860;5820.230;2185.980;429.040;29.120;704.720;427.100
NPL11;2215;22.12.2018;Carapa Grandiflora;1.889;48.756;25.806;192.850;2079.630;274.370;8270.790;2117.400;180.920;13.920;721.710;324.070
NPL11;2218;22.12.2018;Syzygium Guineense;1.663;48.468;29.153;230.940;3458.090;314.550;10758.510;2631.890;412.100;23.890;875.970;374.280
NPL11;2219;22.12.2018;Carapa Grandiflora;2.023;49.201;24.317;101.990;2492.770;158.860;7401.810;1514.100;78.450;13.730;996.320;1204.220
NPL11;2224;15.01.2019;Melchiora Schliebenii ;1.946;49.234;25.306;720.350;3701.850;235.540;6689.240;2506.500;327.790;13.740;948.030;300.310
NPL11;2238;15.01.2019;Melchiora Schliebenii ;1.566;49.598;31.675;235.430;4212.280;294.290;8899.350;2470.080;133.410;19.620;1063.370;541.490
NPL11;2243;15.01.2019;Symphonia Globulifera;2.028;48.060;23.699;477.230;7291.850;497.450;5475.960;3431.580;780.550;34.380;845.260;446.890
NPL11;2252;15.01.2019;Chionanthus Africanus ;-9999.000;-9999.000;-9999.000;138.770;3378.630;225.500;7790.310;1220.010;206.230;21.200;582.060;963.670
NPL11;2260;15.01.2019;Chionanthus Africanus ;2.586;47.667;18.432;138.050;4023.270;205.110;12622.030;1893.300;35.500;29.580;1195.150;349.080
NPL11;2264;15.01.2019;Chionanthus Africanus ;2.203;46.844;21.265;137.870;4837.400;309.710;10827.710;2104.000;25.980;29.970;1430.640;415.610
NPL11;2285;15.01.2019;Syzygium Guineense;1.588;47.941;30.192;74.260;14112.720;110.430;13250.190;2239.150;66.640;230.390;1894.520;344.630
NPL11;2295;15.01.2019;Melchiora Schliebenii ;1.677;49.655;29.609;1662.430;4145.340;378.980;5475.680;2920.490;529.400;21.490;683.730;390.700
NPL12;2310;15.01.2019;Syzygium Guineense;1.331;48.158;36.193;193.250;3628.730;236.190;8262.740;2330.670;189.340;11.710;708.570;339.640
NPL12;2311;15.01.2019;Syzygium Guineense;1.318;46.926;35.613;237.150;7851.150;217.870;3532.250;3952.570;686.400;25.070;678.690;372.120
NPL12;2317;15.01.2019;Ixora Burundiensis;-9999.000;-9999.000;-9999.000;215.040;4836.440;225.190;7031.500;2282.290;213.010;36.520;588.320;377.340
NPL12;2325;15.01.2019;Ixora Burundiensis;1.757;48.104;27.382;79.110;2819.470;123.730;6553.750;1253.550;58.820;12.170;876.270;709.940
NPL12;2327;15.01.2019;Ixora Burundiensis;1.910;48.840;25.570;142.140;4652.320;180.560;10186.320;2105.260;34.580;24.970;1025.740;249.710
NPL12;2336;15.01.2019;Syzygium Guineense;1.493;48.650;32.592;25.470;722.470;20.970;487.920;291.580;88.180;2.550;69.950;39.390
NPL12;2354;15.01.2019;Chionanthus Africanus ;-9999.000;-9999.000;-9999.000;128.520;4842.920;177.480;10412.080;1752.350;26.520;20.400;1393.310;391.680
NPL12;2355;15.01.2019;Carapa Grandiflora;1.931;49.302;25.537;142.830;2608.610;222.180;4171.790;1212.060;297.560;15.870;972.030;1077.170
NPL12;2356;15.01.2019;Chionanthus Africanus ;2.167;46.740;21.570;128.510;6252.230;218.270;11045.950;2713.040;28.560;22.440;1399.360;375.340
NPL12;2362;15.01.2019;Chionanthus Africanus ;1.923;47.067;24.474;438.760;9405.250;410.590;8145.320;2570.190;36.230;44.280;1062.690;565.560
NPL12;2366;15.01.2019;Carapa Grandiflora;1.590;45.531;28.630;148.490;2233.120;192.280;6596.540;2023.700;462.610;11.420;877.640;236.070
NPL8;2396;15.01.2019;Pentadesma Reindersii;2.161;46.952;21.724;972.200;3970.650;385.290;5609.620;2695.010;828.470;13.970;782.550;497.080
NPL8;2442;15.01.2019;Cleistanthus Polystachyus;2.805;46.767;16.673;146.270;4826.930;180.330;9832.190;2885.340;939.740;28.050;851.580;1556.880
NPL8;2443;15.01.2019;Cleistanthus Polystachyus;1.755;47.297;26.954;204.000;4536.000;318.000;4322.000;1396.000;798.000;20.000;806.000;752.000
NPL8;2444;15.01.2019;Cleistanthus Polystachyus;2.171;47.973;22.092;273.410;4154.680;395.770;4206.300;1259.980;890.970;19.120;965.540;682.570
NPL8;2464;15.01.2019;Cleistanthus Polystachyus;1.912;50.750;26.537;157.850;2289.550;244.600;5754.960;1341.690;213.940;14.350;807.550;270.120
NPL4;2472;15.01.2019;Carapa Grandiflora;1.880;49.019;26.068;127.850;3672.120;180.950;8144.760;2171.410;92.440;15.730;1113.240;645.130
NPL4;2474;15.01.2019;Cleistanthus Polystachyus;1.993;48.138;24.153;102.200;3392.300;143.470;5980.740;1338.440;406.840;17.690;839.230;290.880
NPL4;2478;15.01.2019;Cleistanthus Polystachyus;2.400;48.935;20.387;323.740;3137.290;382.600;5262.180;1671.650;627.850;31.390;1112.470;612.150
NPL4;2479;15.01.2019;Syzygium Guineense;2.028;48.170;23.751;383.260;5657.550;375.320;9245.890;1971.900;393.190;25.820;1064.390;417.020
NPL4;2480;15.01.2019;Pentadesma Reindersii;1.790;49.136;27.457;563.150;3316.340;617.650;6231.010;2539.230;316.900;24.220;815.460;532.880
NPL4;2483;15.01.2019;Syzygium Guineense;1.664;49.843;29.962;330.480;4120.910;298.240;4187.410;1575.820;372.800;20.150;673.050;405.040
NPL4;2486;15.01.2019;Cleistanthus Polystachyus;2.110;48.659;23.060;159.850;1261.270;226.130;4573.320;1079.970;116.960;21.440;963.010;549.730
NPL4;2496;15.01.2019;Pentadesma Reindersii;1.789;48.305;27.007;196.120;3484.090;238.140;5803.480;1400.840;324.190;26.020;662.400;288.170
NPL4;2497;15.01.2019;Melchiora Schliebenii ;-9999.000;-9999.000;-9999.000;935.190;5229.680;245.900;6434.000;1922.650;358.200;54.210;3587.780;445.330
NPL4;2505;15.01.2019;Syzygium Guineense;1.433;42.835;29.901;201.910;3768.300;257.880;4278.070;1649.260;247.890;17.990;839.620;391.820
NPL4;2523;15.01.2019;Melchiora Schliebenii ;1.709;49.440;28.926;841.110;5084.160;298.140;4817.610;3267.680;639.720;37.510;1891.510;426.480
NPL4;2535;15.01.2019;Carapa Grandiflora;1.903;49.151;25.829;272.430;4489.200;324.970;15713.170;2084.060;50.590;19.460;1924.500;414.480
NPL4;2537;15.01.2019;Carapa Grandiflora;1.930;49.199;25.488;59.770;2454.670;97.630;9025.700;1595.940;71.730;15.940;1107.790;749.150
NPL5;2547;15.01.2019;Cleistanthus Polystachyus;1.794;47.362;26.401;97.460;6434.610;190.950;11651.910;1812.030;49.730;59.670;958.730;192.940
NPL5;2548;15.01.2019;Pentadesma Reindersii;1.557;50.055;32.151;908.030;3766.010;195.960;6257.280;1980.990;413.270;31.040;675.200;343.420
NPL5;2550;15.01.2019;Syzygium Guineense;1.876;124.098;66.147;251.110;5565.010;220.740;4785.340;2170.920;419.200;40.500;820.170;425.270
NPL5;2574;15.01.2019;Melchiora Schliebenii ;1.808;45.360;25.085;102.010;2382.170;192.690;7286.290;2319.830;612.070;11.330;793.430;207.800
NPL5;2605;15.01.2019;Cleistanthus Polystachyus;1.895;49.145;25.941;242.380;14889.530;363.570;3540.600;6646.780;637.640;83.900;963.920;374.760
NPL5;2606;15.01.2019;Melchiora Schliebenii ;1.721;50.342;29.244;808.710;4010.350;279.340;5410.950;1752.210;314.500;23.440;666.110;347.710
NPL5;2607;15.01.2019;Cleistanthus Polystachyus;1.882;48.696;25.872;175.450;15847.440;293.680;6466.750;3873.180;1634.330;116.330;886.770;396.660
NPL5;2610;15.01.2019;Cleistanthus Polystachyus;1.835;48.296;26.326;194.960;2162.110;270.990;3117.410;1004.050;280.740;13.650;793.490;434.760
NPL5;2646;15.01.2019;Pentadesma Reindersii;1.718;45.478;26.477;95.190;3273.760;160.520;6861.090;1541.690;87.720;14.930;813.770;621.530
NPL5;2648;15.01.2019;Cleistanthus Polystachyus;1.594;48.642;30.514;177.920;6404.950;146.970;6449.430;2873.720;450.590;23.210;750.340;469.930
NPL5;2650;15.01.2019;Syzygium Guineense;1.472;48.103;32.682;252.590;6038.480;264.430;11690.180;2443.020;45.390;27.630;1055.750;416.380
NPL2;2662;15.01.2019;Sericanthe Leonardii;-9999.000;-9999.000;-9999.000;205.650;16038.690;258.590;10294.730;372.610;46.830;91.630;1005.850;2343.600
NPL2;2673;15.01.2019;Syzygium Guineense;1.971;48.063;24.387;1253.780;3656.200;142.840;7312.400;2406.390;468.180;13.890;666.570;142.840
NPL2;2685;15.01.2019;Cleistanthus Polystachyus;1.996;48.924;24.508;141.820;4404.270;187.760;5812.440;2848.300;93.880;17.980;1224.410;457.410
NPL2;2687;15.01.2019;Cleistanthus Polystachyus;0.017;0.023;1.375;75.720;1916.410;126.210;5168.680;1013.540;126.210;13.590;957.240;574.730
NPL2;2715;15.01.2019;Cleistanthus Polystachyus;4.279;101.356;23.685;175.980;2338.040;284.280;5349.060;1028.810;168.250;15.470;1001.740;754.210
NPL2;2727;15.01.2019;Syzygium Guineense;1.572;47.521;30.224;141.770;6683.540;157.970;5681.010;2418.230;390.890;26.330;810.130;228.860
NPL3;2733;15.01.2019;Cleistanthus Polystachyus;2.211;48.013;21.714;145.430;4386.580;224.050;5542.180;1509.360;514.910;21.620;1016.070;790.060
NPL3;2734;15.01.2019;Cleistanthus Polystachyus;-9999.000;-9999.000;-9999.000;164.670;4471.040;237.430;4752.510;1755.860;618.480;17.230;880.800;2217.330
NPL3;2741;15.01.2019;Parinari Excelsa;1.925;46.940;24.388;181.740;3928.940;204.210;13626.710;2009.390;30.630;30.630;1409.030;1055.750
NPL3;2746;15.01.2019;Cleistanthus Polystachyus;2.034;48.213;23.700;86.400;3237.050;158.740;3548.500;1519.060;430.000;14.070;914.250;1079.020
NPL3;2762;15.01.2019;Cleistanthus Polystachyus;2.035;49.323;24.242;69.320;7253.280;130.730;10761.080;3282.000;136.670;43.580;1228.030;305.030
NPL3;2769;15.01.2019;Diospyros Gabunensis;2.431;49.147;20.219;674.670;3268.180;148.820;11231.270;1984.320;416.710;11.910;795.710;299.630
NPL3;2771;15.01.2019;Diospyros Gabunensis;2.939;49.959;16.998;539.920;4339.400;281.000;8714.940;2203.820;477.700;10.040;919.260;511.820
NPL3;2789;15.01.2019;Diospyros Gabunensis;2.568;49.661;19.338;643.800;3174.890;314.880;7109.910;2314.480;589.650;12.030;766.150;437.220
NPL9;2797;15.01.2019;Strombosia Scheffleri;3.827;48.742;12.736;120.740;1391.460;292.940;7008.760;922.360;120.740;15.830;1577.510;294.920
NPL9;2805;15.01.2019;Cleistanthus Polystachyus;2.143;48.792;22.771;282.990;5528.560;1008.920;9033.120;2532.550;100.480;82.030;816.160;467.550
NPL9;2806;15.01.2019;Cleistanthus Polystachyus;2.128;48.947;23.001;177.150;2679.140;264.730;6791.400;1017.120;398.090;13.930;1090.760;2233.280
NPL9;2807;15.01.2019;Parinari Excelsa;1.727;45.225;26.192;292.440;14892.350;219.840;23213.840;1407.750;38.320;64.540;1895.830;296.480
NPL9;2808;15.01.2019;Cleistanthus Polystachyus;1.916;48.242;25.185;164.630;1520.820;246.940;5873.590;852.520;233.220;13.720;878.000;613.420
NPL9;2855;15.01.2019;Strombosia Scheffleri;3.392;48.775;14.379;173.120;1966.540;324.840;6658.240;999.810;229.530;15.560;1425.790;258.700
NPL9;2859;15.01.2019;Strombosia Scheffleri;3.622;46.732;12.903;189.640;4185.570;238.010;8129.260;1950.560;149.000;19.350;1073.970;1139.760
NPL6;2882;15.01.2019;Diospyros Gabunensis;2.319;49.723;21.444;501.200;5649.560;392.940;6621.890;3141.540;928.230;14.030;878.110;435.040
NPL6;2883;15.01.2019;Diospyros Gabunensis;2.139;49.565;23.168;513.680;4434.170;171.230;6205.470;2670.730;513.680;11.810;810.860;352.290
NPL6;2884;15.01.2019;Strombosia Scheffleri;3.333;48.644;14.594;152.140;3526.430;204.800;8983.810;1369.220;358.880;23.410;1322.410;243.810
NPL6;2887;15.01.2019;Syzygium Guineense;1.848;47.107;25.497;228.600;4765.530;220.790;10054.710;1250.490;103.560;19.540;791.320;429.860
NPL6;2890;15.01.2019;Strombosia Scheffleri;3.169;48.707;15.370;225.940;1996.490;381.770;8276.200;1232.960;144.140;15.580;1406.310;292.170
NPL6;2900;15.01.2019;Strombosia Scheffleri;3.534;47.990;13.580;133.970;3219.100;192.210;9443.740;1619.260;258.230;17.470;1891.080;217.450
NPL6;2907;15.01.2019;Diospyros Gabunensis;2.010;51.109;25.433;58.880;5174.030;112.070;13774.630;2011.490;18.990;17.090;1255.520;360.890
NPL6;2915;15.01.2019;Cleistanthus Polystachyus;1.835;47.594;25.932;183.470;5532.260;266.130;5193.550;1518.150;530.240;22.180;997.980;989.920
NPL6;2924;15.01.2019;Syzygium Guineense;1.613;48.419;30.018;209.530;5128.510;242.820;4125.910;2725.800;749.990;21.540;560.040;342.680
NPL6;2925;15.01.2019;Cleistanthus Polystachyus;2.360;48.059;20.365;215.990;11360.350;295.250;7726.150;3596.550;57.470;91.150;923.410;317.050
NPL6;2940;15.01.2019;Cleistanthus Polystachyus;2.260;47.536;21.036;189.970;3861.400;271.380;8511.750;1882.240;531.140;17.450;1077.780;608.670
UPL1;2952;15.01.2019;Chryssophylum Albidum;2.325;49.224;21.168;89.220;7386.470;141.700;9849.860;1733.030;46.570;53.790;1271.320;164.650
UPL1;2955;15.01.2019;Rauwolfia Vomitoria;2.141;60.377;28.196;236.210;18601.450;320.850;29461.150;2606.170;104.330;155.500;2082.570;456.670
UPL1;2963;15.01.2019;Aphania Senegalensis;2.325;45.986;19.777;206.260;3898.870;270.340;9551.940;2487.110;490.610;16.020;801.000;274.340
