plotID;season;layer;o_hor;min_fr_liv;max_fr_liv;mean_fr_liv;sd_fr_liv;min_fr_dead;max_fr_dead;mean_fr_dead;sd_fr_dead;min_cr_liv;max_cr_liv;mean_cr_liv;sd_cr_liv;min_cr_dead;max_cr_dead;mean_cr_dead;sd_cr_dead;no
NPL1;strong_rain;4;0.0000;0.0450;0.1240;0.0800;0.0320;0.0000;0.0000;0.0000;0.0000;0.0000;3.3180;0.8670;1.6360;0.0000;0.0000;0.0000;0.0000;4
NPL1;strong_rain;O;0.0000;4.9680;14.2430;8.9240;3.9910;0.0000;0.0000;0.0000;0.0000;0.0000;5.0280;2.9790;2.1950;0.0000;0.8430;0.2110;0.0000;4
NPL1;weak_dry;1;0.0000;0.3030;1.1430;0.6630;0.3890;0.0000;0.0000;0.0000;0.0000;0.0000;5.6090;3.7660;2.6190;0.0000;0.0000;0.0000;0.0000;4
NPL1;weak_dry;2;0.0000;0.3140;2.0770;0.8800;0.8240;0.0000;0.0000;0.0000;0.0000;1.5680;13.3970;8.2880;4.9250;0.0000;0.0000;0.0000;0.0000;4
NPL1;weak_dry;3;0.0000;0.1380;0.4330;0.2710;0.1290;0.0000;0.0000;0.0000;0.0000;0.1820;18.6650;6.5270;8.6960;0.0000;0.6230;0.1560;0.0000;4
NPL1;weak_dry;4;0.0000;0.0770;0.3170;0.1740;0.1040;0.0000;0.0000;0.0000;0.0000;0.0000;8.0650;2.9590;3.7680;0.0000;0.0060;0.0010;0.0000;4
NPL1;weak_dry;O;0.0000;3.6140;30.2020;12.7160;12.4740;0.0000;0.0000;0.0000;0.0000;0.0000;1.8110;0.7150;0.8820;0.0000;0.0000;0.0000;0.0000;4
NPL1;weak_rain;1;0.0000;0.0000;1.5180;0.5990;0.4770;0.0000;1.0110;0.2100;0.3480;0.0000;4.3780;1.1020;1.5020;0.0000;0.2950;0.0520;0.0000;8
NPL1;weak_rain;2;0.0000;0.0440;0.5560;0.3470;0.2150;0.0000;0.2670;0.0580;0.0900;0.1540;21.2680;5.8500;8.2320;0.0000;1.4740;0.2700;1.0000;8
NPL1;weak_rain;3;0.0000;0.0800;1.0410;0.3870;0.3220;0.0000;0.1240;0.0370;0.0520;0.0000;6.9920;1.6050;2.6790;0.0000;0.0000;0.0000;0.0000;8
NPL1;weak_rain;4;0.0000;0.0560;0.3760;0.1950;0.1190;0.0000;0.0610;0.0120;0.0230;0.0000;13.4040;3.9100;4.3960;0.0000;0.0000;0.0000;0.0000;8
NPL1;weak_rain;O;1.5000;0.0750;10.5820;4.8630;3.6660;0.0000;2.2830;0.3360;0.7900;0.0000;4.3160;1.2280;1.8430;0.0000;0.0000;0.0000;0.0000;8
NPL10;strong_dry;1;0.0000;0.0000;2.4240;0.9850;1.0510;0.5230;0.8540;0.6340;0.1510;0.0830;4.7390;2.8380;2.2800;0.0000;1.4880;0.3720;1.0000;8
NPL10;strong_dry;2;0.0000;0.0000;1.5510;0.3370;0.5190;0.0000;1.4880;0.2550;0.5100;0.0000;4.3170;1.3410;1.9270;0.0000;11.0200;1.5170;4.0000;8
NPL10;strong_dry;3;0.0000;0.0000;0.2290;0.0510;0.0950;0.0000;0.4680;0.0790;0.1680;0.0000;3.1960;0.6980;1.1480;0.0000;2.4160;0.3020;1.0000;8
NPL10;strong_dry;4;0.0000;0.0000;0.0180;0.0030;0.0070;0.0000;0.3310;0.0500;0.1150;0.0000;0.3320;0.0450;0.1160;0.0000;4.5500;0.6990;2.0000;8
NPL10;strong_dry;O;1.3333;0.2360;16.5300;6.9120;7.9990;0.0000;4.7570;1.3750;2.2680;0.0000;8.1270;2.8120;3.8370;0.0000;4.3390;1.0850;2.0000;8
NPL10;strong_rain;1;0.0000;0.0000;2.6450;1.2530;1.0950;0.0000;0.7000;0.1750;0.3500;0.5480;8.2570;3.1700;3.5190;0.0000;0.0000;0.0000;0.0000;4
NPL10;strong_rain;2;0.0000;0.0000;0.8980;0.2760;0.4190;0.0000;0.0000;0.0000;0.0000;0.0000;7.7110;3.2740;3.7050;0.0000;0.0000;0.0000;0.0000;4
NPL10;strong_rain;3;0.0000;0.0000;0.2950;0.0980;0.1390;0.0000;0.0850;0.0310;0.0410;0.0000;1.4520;0.3630;0.7260;0.0000;14.5710;6.5500;8.0000;4
NPL10;strong_rain;4;0.0000;0.0000;0.1230;0.0310;0.0610;0.0000;0.0150;0.0040;0.0080;0.0000;0.3310;0.0830;0.1650;0.0000;4.6820;1.1710;2.0000;4
NPL10;strong_rain;O;0.0000;1.2670;7.5270;4.1240;3.1730;0.0000;0.8710;0.2660;0.4130;0.0000;6.6670;3.1320;2.8030;0.0000;0.0000;0.0000;0.0000;4
NPL10;weak_dry;1;0.0000;0.2290;2.0410;0.9770;0.7730;0.0000;0.0740;0.0270;0.0350;0.0000;1.5620;0.5630;0.6960;0.0000;0.0000;0.0000;0.0000;4
NPL10;weak_dry;2;0.0000;0.0630;0.6420;0.3400;0.3150;0.0000;0.2640;0.0660;0.1320;0.0000;0.2070;0.0880;0.1050;0.0000;0.4820;0.1950;0.0000;4
NPL10;weak_dry;3;0.0000;0.0000;0.0360;0.0170;0.0190;0.0000;0.0360;0.0090;0.0180;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;4
NPL10;weak_dry;4;0.0000;0.0000;0.0210;0.0050;0.0100;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;4
NPL10;weak_dry;O;0.7500;7.3350;16.0340;10.8220;3.7250;0.0000;0.0000;0.0000;0.0000;2.7000;24.2620;11.2610;9.2730;0.0000;3.4880;1.1370;2.0000;4
NPL10;weak_rain;1;0.0000;0.1850;1.9920;1.1440;0.6120;0.0000;0.0800;0.0160;0.0310;0.0000;4.5650;1.7720;1.6890;0.0000;0.0000;0.0000;0.0000;8
NPL10;weak_rain;2;0.0000;0.0990;2.6500;0.5250;0.8640;0.0000;0.0000;0.0000;0.0000;0.0000;1.8180;0.5290;0.6550;0.0000;0.0000;0.0000;0.0000;8
NPL10;weak_rain;3;0.0000;0.0000;0.3060;0.0930;0.1120;0.0000;0.0720;0.0190;0.0290;0.0000;2.2370;0.6920;0.8550;0.0000;0.0000;0.0000;0.0000;8
NPL10;weak_rain;4;0.0000;0.0000;0.2120;0.0330;0.0730;0.0000;0.0670;0.0200;0.0290;0.0000;1.8380;0.2380;0.6470;0.0000;0.8290;0.2370;0.0000;8
NPL10;weak_rain;O;1.3333;6.2650;15.0560;10.0080;3.5790;0.0000;0.1380;0.0170;0.0490;0.0000;40.5530;14.3420;14.0770;0.0000;2.9620;0.3700;1.0000;8
NPL11;strong_dry;1;0.0000;0.2750;1.0190;0.6750;0.3730;0.0000;0.2750;0.1100;0.1180;0.0000;2.8100;0.7580;1.3720;0.0000;0.2200;0.0550;0.0000;8
NPL11;strong_dry;2;0.0000;0.0000;1.5100;0.3950;0.5640;0.0000;0.2200;0.0300;0.0770;0.0000;4.2670;1.8340;1.8360;0.0000;1.0990;0.2580;0.0000;8
NPL11;strong_dry;3;0.0000;0.0000;1.2950;0.2050;0.4510;0.0000;0.1100;0.0140;0.0390;0.0000;33.4340;6.1920;11.9760;0.0000;6.4190;0.8020;2.0000;8
NPL11;strong_dry;4;0.0000;0.0000;1.3420;0.4180;0.5840;0.0000;0.3600;0.0750;0.1310;0.0000;3.1170;0.3900;1.1020;0.0000;1.2740;0.3240;0.0000;8
NPL11;strong_dry;O;1.7143;0.7990;7.3470;2.8970;3.0610;0.0000;0.6610;0.3170;0.3670;0.0000;4.3160;1.0790;2.1580;0.0000;0.0000;0.0000;0.0000;8
NPL11;strong_rain;1;0.0000;0.0000;1.3110;0.7380;0.5500;0.0000;0.0000;0.0000;0.0000;0.3640;4.1490;2.0200;1.6160;0.0000;0.3830;0.0960;0.0000;4
NPL11;strong_rain;2;0.0000;0.1520;0.7470;0.3540;0.2670;0.0000;0.0000;0.0000;0.0000;1.4350;3.2230;2.0300;0.8340;0.0000;26.1200;6.5600;13.0000;4
NPL11;strong_rain;3;0.0000;0.0000;0.5450;0.1690;0.2560;0.0000;0.0000;0.0000;0.0000;0.0000;3.8760;2.1920;1.8690;0.0000;0.4520;0.1130;0.0000;4
NPL11;strong_rain;4;0.0000;0.0000;0.2230;0.0560;0.1120;0.0000;0.0000;0.0000;0.0000;0.0000;6.0320;2.1500;2.8570;0.0000;0.0870;0.0220;0.0000;4
NPL11;strong_rain;O;0.0000;0.4780;4.0590;2.6490;1.5410;0.0000;0.0000;0.0000;0.0000;0.0000;4.1490;1.3280;1.9160;0.0000;0.3670;0.0920;0.0000;4
NPL11;weak_dry;1;0.0000;0.2480;0.7880;0.6070;0.2440;0.0000;0.1570;0.0560;0.0740;0.0000;0.5730;0.1430;0.2870;0.0000;0.2150;0.1010;0.0000;4
NPL11;weak_dry;2;0.0000;0.1290;0.5150;0.2870;0.1860;0.0000;0.1350;0.0940;0.0640;0.0000;0.6230;0.2160;0.2940;0.0000;0.1570;0.0500;0.0000;4
NPL11;weak_dry;3;0.0000;0.0000;0.3390;0.1090;0.1600;0.0000;0.2420;0.0610;0.1210;0.0000;0.0000;0.0000;0.0000;0.0000;0.1050;0.0260;0.0000;4
NPL11;weak_dry;4;0.0000;0.0000;0.0230;0.0060;0.0120;0.0000;0.0630;0.0160;0.0320;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;4
NPL11;weak_dry;O;0.0000;6.1020;36.6130;17.6820;16.5310;0.0000;0.2620;0.1580;0.1390;0.0000;18.8780;8.5890;9.5530;0.0000;1.1090;0.4430;1.0000;4
NPL11;weak_rain;1;0.0000;0.3000;0.7550;0.5750;0.1490;0.0000;0.1490;0.0530;0.0660;0.0000;3.5700;1.3350;1.1170;0.0000;3.9510;0.8570;1.0000;8
NPL11;weak_rain;2;0.0000;0.0000;0.7440;0.1800;0.3010;0.0000;0.0610;0.0180;0.0250;0.0000;7.1930;1.6840;2.7440;0.0000;0.1290;0.0220;0.0000;8
NPL11;weak_rain;3;0.0000;0.0000;0.3830;0.0950;0.1660;0.0000;0.0190;0.0040;0.0090;0.0000;1.7580;0.3700;0.7770;0.0000;0.6120;0.1220;0.0000;8
NPL11;weak_rain;4;0.0000;0.0000;0.0360;0.0070;0.0160;0.0000;0.1290;0.0260;0.0580;0.0000;0.0000;0.0000;0.0000;0.0000;0.1280;0.0260;0.0000;8
NPL11;weak_rain;O;1.7143;0.3470;5.9370;2.6310;2.1450;0.0000;0.2750;0.0830;0.1110;0.0000;9.3670;2.4040;3.5150;0.0000;1.8900;0.2360;1.0000;8
NPL12;strong_dry;1;0.0000;0.0000;1.5900;0.6500;0.7870;0.0910;0.9970;0.5630;0.4060;0.0000;2.7190;1.0230;1.1980;0.0000;0.5870;0.3210;0.0000;8
NPL12;strong_dry;2;0.0000;0.0000;1.9390;0.7300;0.8750;0.0000;0.7990;0.2580;0.3460;0.0000;8.8980;2.3690;3.4510;0.0000;0.6030;0.1270;0.0000;8
NPL12;strong_dry;3;0.0000;0.0000;0.4850;0.1670;0.1560;0.0000;0.7850;0.1550;0.2770;0.0000;8.9090;1.3100;3.0870;0.0000;0.0000;0.0000;0.0000;8
NPL12;strong_dry;4;0.0000;0.0000;0.0910;0.0190;0.0360;0.0000;0.0740;0.0090;0.0260;0.0000;0.2890;0.0360;0.1020;0.0000;0.4550;0.0570;0.0000;8
NPL12;strong_dry;O;1.5000;3.9490;15.0740;8.2320;5.1880;0.5880;4.6050;2.4240;1.8630;0.0000;4.4170;2.1020;2.4330;0.0000;1.4560;0.7000;1.0000;8
NPL12;strong_rain;1;0.0000;0.1760;1.8510;1.2040;0.7380;0.0000;0.0000;0.0000;0.0000;0.3880;3.3090;1.7000;1.4000;0.0000;0.0000;0.0000;0.0000;4
NPL12;strong_rain;2;0.0000;0.0000;0.2670;0.1160;0.1300;0.0000;0.0000;0.0000;0.0000;0.0000;16.9870;4.5170;8.3220;0.0000;0.0000;0.0000;0.0000;4
NPL12;strong_rain;3;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;2.4630;0.8550;1.1630;0.0000;0.4880;0.1220;0.0000;4
NPL12;strong_rain;4;0.0000;0.0000;0.0000;0.0000;;0.0000;0.0000;0.0000;;0.0000;0.0000;0.0000;;0.0000;0.0000;0.0000;;4
NPL12;strong_rain;O;0.0000;0.0280;2.5180;0.8090;1.1670;0.0000;0.0000;0.0000;0.0000;0.0000;34.0290;11.5600;15.5360;0.0000;10.9870;2.7470;5.0000;4
NPL12;weak_dry;1;0.0000;0.0960;2.4300;1.1470;0.9630;0.0000;0.0000;0.0000;0.0000;0.0000;6.7770;2.8480;3.1510;0.0000;0.0000;0.0000;0.0000;4
NPL12;weak_dry;2;0.0000;0.0000;1.1630;0.5740;0.5750;0.0000;0.0300;0.0080;0.0150;0.0000;4.2480;1.6430;1.8610;0.0000;0.0000;0.0000;0.0000;4
NPL12;weak_dry;3;0.0000;0.0110;0.6420;0.2250;0.2900;0.0000;0.0000;0.0000;0.0000;0.0000;1.1320;0.2830;0.5660;0.0000;0.0000;0.0000;0.0000;4
NPL12;weak_dry;4;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;4
NPL12;weak_dry;O;0.0000;1.9190;12.8240;7.1370;4.5470;0.0000;0.1650;0.0410;0.0830;0.0000;5.5790;2.6700;2.8590;0.0000;0.0000;0.0000;0.0000;4
NPL12;weak_rain;1;0.0000;0.4460;4.5180;1.7620;1.3690;0.0000;0.9090;0.1270;0.3180;0.0470;9.8900;2.8280;3.1690;0.0000;0.8820;0.1100;0.0000;8
NPL12;weak_rain;2;0.0000;0.0000;1.6530;0.7790;0.7450;0.0000;0.0000;0.0000;0.0000;0.8490;11.8490;6.0170;4.6590;0.0000;0.0000;0.0000;0.0000;8
NPL12;weak_rain;3;0.0000;0.0000;0.6720;0.3060;0.3340;0.0000;0.0000;0.0000;0.0000;0.0000;12.4000;2.1730;5.0130;0.0000;0.0000;0.0000;0.0000;8
NPL12;weak_rain;4;0.0000;0.0000;0.0170;0.0040;0.0080;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;8
NPL12;weak_rain;O;1.5000;0.9990;7.5760;3.0060;2.4130;0.0000;0.1720;0.0250;0.0650;0.0000;5.0390;1.2370;1.8180;0.0000;0.3860;0.0850;0.0000;8
NPL2;strong_dry;1;0.0000;0.4680;0.9920;0.7290;0.2140;0.1100;0.3200;0.2380;0.0900;0.6060;1.6810;1.0430;0.4640;0.0000;0.5230;0.2070;0.0000;8
NPL2;strong_dry;2;0.0000;0.0000;1.4330;0.7020;0.4760;0.0000;0.1650;0.0590;0.0660;0.0000;25.6760;5.6980;8.8350;0.0000;3.7720;0.4710;1.0000;8
NPL2;strong_dry;3;0.0000;0.0000;1.3220;0.4220;0.4150;0.0000;0.1520;0.0310;0.0540;0.0000;7.8050;2.4830;2.7400;0.0000;0.1240;0.0150;0.0000;8
NPL2;strong_dry;4;0.0000;0.0000;0.2890;0.1110;0.1200;0.0000;0.0140;0.0030;0.0050;0.0000;0.6820;0.2680;0.2830;0.0000;0.0000;0.0000;0.0000;8
NPL2;strong_dry;O;1.5000;0.0000;17.4110;9.9740;7.3050;0.0000;1.5920;0.6530;0.6970;0.0000;1.0740;0.2690;0.5370;0.0000;0.8820;0.4200;0.0000;8
NPL2;strong_rain;1;0.0000;0.3610;1.6640;0.8620;0.6230;0.0000;0.0000;0.0000;0.0000;2.0800;14.6560;6.3180;5.8910;0.0000;0.5320;0.1330;0.0000;4
NPL2;strong_rain;2;0.0000;0.0360;0.5980;0.3680;0.2450;0.0000;0.1020;0.0250;0.0510;0.0000;20.3290;8.3940;10.1140;0.0000;0.3800;0.0950;0.0000;4
NPL2;strong_rain;3;0.0000;0.1790;0.9640;0.4370;0.3560;0.0000;0.0000;0.0000;0.0000;0.0000;5.4360;1.6100;2.5940;0.0000;0.0000;0.0000;0.0000;4
NPL2;strong_rain;4;0.0000;0.0000;0.1650;0.0880;0.0700;0.0000;0.0140;0.0030;0.0070;0.0000;0.5540;0.2590;0.3010;0.0000;0.0000;0.0000;0.0000;4
NPL2;strong_rain;O;0.0000;4.6210;16.3870;12.5040;5.4300;0.0000;0.0000;0.0000;0.0000;0.0000;2.9890;1.0950;1.4230;0.0000;0.0000;0.0000;0.0000;4
NPL2;weak_dry;1;0.0000;0.2480;0.4930;0.4020;0.1080;0.0000;0.1350;0.0340;0.0670;0.0000;4.5100;1.9620;1.9430;0.0000;0.0000;0.0000;0.0000;4
NPL2;weak_dry;2;0.0000;0.0000;0.6830;0.3860;0.2880;0.0000;0.1180;0.0300;0.0590;0.0000;2.3780;0.5940;1.1890;0.0000;0.0000;0.0000;0.0000;4
NPL2;weak_dry;3;0.0000;0.0360;0.9810;0.5320;0.3990;0.0000;0.0000;0.0000;0.0000;0.0000;5.6610;1.5610;2.7480;0.0000;0.0000;0.0000;0.0000;4
NPL2;weak_dry;4;0.0000;0.0400;0.1720;0.1020;0.0580;0.0000;0.0000;0.0000;0.0000;0.0000;0.4310;0.1080;0.2160;0.0000;0.0000;0.0000;0.0000;4
NPL2;weak_dry;O;0.7500;4.4570;12.7710;9.1880;4.1840;0.0000;0.0690;0.0240;0.0330;1.1950;5.1400;2.8790;1.7810;0.0000;0.0000;0.0000;0.0000;4
NPL2;weak_rain;1;0.0000;0.0470;0.9920;0.3840;0.3170;0.0000;0.2480;0.0310;0.0880;0.0000;9.0910;2.3200;3.0480;0.0000;1.3500;0.2430;0.0000;8
NPL2;weak_rain;2;0.0000;0.0000;1.0740;0.4060;0.3530;0.0000;0.0000;0.0000;0.0000;0.0000;5.4820;1.4380;2.4580;0.0000;10.5510;1.3190;4.0000;8
NPL2;weak_rain;3;0.0000;0.0830;0.7470;0.2610;0.2150;0.0000;0.0000;0.0000;0.0000;0.0000;19.6260;3.8850;6.6810;0.0000;0.1870;0.0230;0.0000;8
NPL2;weak_rain;4;0.0000;0.0000;0.2730;0.0620;0.0930;0.0000;0.0000;0.0000;0.0000;0.0000;43.0320;5.9960;14.9930;0.0000;0.1930;0.0240;0.0000;8
NPL2;weak_rain;O;1.8750;3.9670;10.9370;7.4880;2.5740;0.0000;0.1100;0.0140;0.0390;0.0000;25.5110;5.8890;9.0790;0.0000;5.3450;0.7310;2.0000;8
NPL3;strong_dry;1;0.0000;0.0000;0.9640;0.3510;0.4220;0.0000;0.2480;0.1030;0.1240;0.0000;3.0030;1.4810;1.2260;0.0000;2.8930;1.1020;1.0000;8
NPL3;strong_dry;2;0.0000;0.0000;1.4880;0.4550;0.5710;0.0000;0.6890;0.1420;0.2580;0.0000;8.3450;2.8270;3.2380;0.0000;0.9090;0.1560;0.0000;8
NPL3;strong_dry;3;0.0000;0.0520;0.3860;0.2090;0.1220;0.0000;0.1430;0.0300;0.0510;0.0000;20.4250;3.0280;7.0670;0.0000;0.3550;0.0620;0.0000;8
NPL3;strong_dry;4;0.0000;0.0000;0.1650;0.0710;0.0650;0.0000;0.1100;0.0190;0.0380;0.0000;1.9340;0.2840;0.6710;0.0000;0.0550;0.0140;0.0000;8
NPL3;strong_dry;O;2.0000;10.4690;18.0040;15.5960;3.4770;0.0000;2.9520;0.9620;1.3670;0.0000;4.4560;1.1140;2.2280;0.0000;1.2030;0.3640;1.0000;8
NPL3;strong_rain;1;0.0000;0.1240;0.5480;0.3180;0.1740;0.0000;0.0000;0.0000;0.0000;0.0000;8.4520;2.8800;3.7970;0.0000;0.0000;0.0000;0.0000;4
NPL3;strong_rain;2;0.0000;0.1100;0.8710;0.4020;0.3370;0.0000;0.0000;0.0000;0.0000;0.8460;4.0030;2.0680;1.5110;0.0000;0.1820;0.0450;0.0000;4
NPL3;strong_rain;3;0.0000;0.0000;0.4080;0.2290;0.1690;0.0000;0.0000;0.0000;0.0000;0.0000;8.0110;2.0030;4.0060;0.0000;0.0000;0.0000;0.0000;4
NPL3;strong_rain;4;0.0000;0.0440;0.2160;0.1110;0.0750;0.0000;0.0000;0.0000;0.0000;0.0000;0.6740;0.1680;0.3370;0.0000;0.0000;0.0000;0.0000;4
NPL3;strong_rain;O;0.0000;4.6230;10.2480;7.1040;2.8910;0.0000;0.0000;0.0000;0.0000;0.0000;12.1080;3.7600;5.7340;0.0000;0.0000;0.0000;0.0000;4
NPL3;weak_dry;1;0.0000;0.0630;1.3750;0.7120;0.5360;0.0000;0.0000;0.0000;0.0000;0.3800;9.1080;4.8720;4.7710;0.0000;0.0000;0.0000;0.0000;4
NPL3;weak_dry;2;0.0000;0.0630;0.5980;0.3000;0.2470;0.0000;0.0000;0.0000;0.0000;0.0000;22.4110;10.3330;11.9020;0.0000;0.0000;0.0000;0.0000;4
NPL3;weak_dry;3;0.0000;0.0170;0.8150;0.4750;0.4040;0.0000;0.0000;0.0000;0.0000;0.0000;12.9700;5.1730;5.5350;0.0000;0.0000;0.0000;0.0000;4
NPL3;weak_dry;4;0.0000;0.0550;0.2820;0.1470;0.1050;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;4
NPL3;weak_dry;O;0.0000;5.3200;20.4780;11.1630;6.5610;0.0000;0.2800;0.0700;0.1400;0.0000;1.6250;0.8460;0.7280;0.0000;0.0000;0.0000;0.0000;4
NPL3;weak_rain;1;0.0000;0.2400;1.8100;0.8890;0.5420;0.0000;0.0000;0.0000;0.0000;0.0000;26.3980;5.1100;8.9000;0.0000;0.4710;0.0770;0.0000;8
NPL3;weak_rain;2;0.0000;0.1630;0.7690;0.5140;0.2200;0.0000;0.0000;0.0000;0.0000;0.0000;16.2600;3.2000;5.4250;0.0000;0.0000;0.0000;0.0000;8
NPL3;weak_rain;3;0.0000;0.0000;0.9810;0.2880;0.2970;0.0000;0.0000;0.0000;0.0000;0.0000;25.0780;3.7800;8.6630;0.0000;0.0000;0.0000;0.0000;8
NPL3;weak_rain;4;0.0000;0.0000;0.2750;0.0900;0.1060;0.0000;0.0000;0.0000;0.0000;0.0000;2.3090;0.4640;0.7980;0.0000;0.0000;0.0000;0.0000;8
NPL3;weak_rain;O;1.8000;7.7470;43.7870;21.1720;11.8290;0.0000;0.0550;0.0070;0.0190;0.0000;24.8440;6.0270;8.2860;0.0000;0.0000;0.0000;0.0000;8
NPL4;strong_dry;1;0.0000;0.2260;0.5680;0.3160;0.1680;0.0000;0.1930;0.0630;0.0910;0.0000;0.6420;0.1600;0.3210;0.0000;0.0000;0.0000;0.0000;8
NPL4;strong_dry;2;0.0000;0.0000;0.5590;0.1950;0.2090;0.0000;0.3110;0.0410;0.1090;0.0000;25.5250;3.5290;8.8960;0.0000;0.0000;0.0000;0.0000;8
NPL4;strong_dry;3;0.0000;0.0000;0.3360;0.0600;0.1190;0.0000;0.0660;0.0130;0.0260;0.0000;0.6580;0.1560;0.2470;0.0000;0.0000;0.0000;0.0000;8
NPL4;strong_dry;4;0.0000;0.0000;0.3140;0.1400;0.1230;0.0000;0.0910;0.0140;0.0320;0.0000;2.9530;0.7640;1.0490;0.0000;0.0000;0.0000;0.0000;8
NPL4;strong_dry;O;1.3333;5.8520;40.0950;26.2630;14.5270;0.5120;8.1820;3.1670;3.4280;0.0000;2.6450;0.6610;1.3220;0.0000;0.3940;0.0980;0.0000;8
